"Pressure (Pa)","X (m)","Y (m)","Z (m)"
-1642.75057904938,0.245528830111967,-0.00588576187827763,-0.804841116205485
-1510.04610173613,0.252292892118281,-0.00518873468284575,-0.820460654436513
-1626.7384766775,0.246864696989788,-0.00575680963212498,-0.809883790000046
-1577.56221432568,0.249324111487309,-0.00550794994442728,-0.81524100700199
-1555.44853295906,0.248421511248717,-0.00557522587047045,-0.800341878020608
-1484.69863057559,0.250429435802155,-0.00534288138956636,-0.794646875114384
-1373.37107450241,0.252827506972463,-0.00502636590882117,-0.781338261968201
-1457.08367514626,0.250426649709659,-0.00532226162006568,-0.785767035130418
-1387.19386728792,0.253007611588348,-0.00502861634170053,-0.790110931052487
-2229.70509248199,0.288825191592749,0.00440407728467634,-0.841632049920015
-2226.26288424477,0.288792435551641,0.0044577191860033,-0.839021992503507
-2235.97665571884,0.287525210949407,0.00340251292407289,-0.838207653515747
-2234.58225706405,0.288096677834928,0.00394712719966685,-0.836381795739575
-2219.59661408893,0.289993796996048,0.00552232998895322,-0.837267626865153
-2223.91898682658,0.289830533405941,0.00593854790099559,-0.81911714886636
-2222.51261831038,0.291978673165655,0.00772832116250671,-0.818331729034057
-2225.50068958669,0.288752019558934,0.00463679019474309,-0.83209684742461
-2226.50163588798,0.288440953079672,0.00443819754095373,-0.830021749769747
-2225.51959252125,0.288920608424684,0.00491595851820294,-0.827633231903786
-2223.61880531286,0.290240876961521,0.00594829733925295,-0.830018505914365
-2221.43718568405,0.289295807397507,0.00502033735489897,-0.834533368835174
-2219.0887757945,0.290325938870233,0.00593879096875661,-0.832722132803264
-2220.47979690998,0.291456248950792,0.00680750730397715,-0.834783373689839
-2228.21214045803,0.28829579005244,0.00446610589493138,-0.825123758285341
-2225.16231525608,0.288864556229252,0.00506364977718365,-0.821307691945933
-2221.4546542429,0.289216446697967,0.00529898559538827,-0.82331292022857
-2237.39227218318,0.289076398587351,0.00407951454103579,-0.859008726352333
-2235.48896770507,0.289368571033436,0.0043855618386754,-0.857139145851766
-2252.67425823937,0.28761528349098,0.00281637988114031,-0.859326775526843
-2230.63399382194,0.289754789202573,0.00487898360843806,-0.851719998910461
-2233.11718663334,0.289575742831184,0.00466129648246942,-0.853890152462232
-2230.67748772112,0.290381268979644,0.00528258819478448,-0.855688865899377
-2232.07789566379,0.289563000450111,0.00480608703114206,-0.848804759233502
-2249.42852088947,0.28794268918892,0.00315828770872609,-0.857437197181531
-2246.34068316552,0.288453134506775,0.00365886847078885,-0.85541181174316
-2239.79449553865,0.287980253157827,0.00345820014222095,-0.848912333669747
-2238.13241215545,0.288206787076484,0.00371244914999645,-0.846938671649331
-2247.7008513163,0.288108495137627,0.00343777909171901,-0.853029524305854
-2239.75721086066,0.288314021814848,0.00368641956819045,-0.850734900400401
-2251.88570328746,0.287218039073825,0.00276746673724626,-0.849988965864721
-1792.29161063816,0.244988686076023,-0.00594883691830797,-0.864121587510319
-1689.01570637765,0.248543073453171,-0.00562870646919585,-0.843016566857587
-1725.94633768298,0.247569100173584,-0.00572669640468317,-0.850276637430976
-1707.73964419826,0.249586863315327,-0.00554025895129039,-0.855583185237418
-1698.46197535353,0.250406828227164,-0.00545997565813494,-0.860774155733672
-2258.88748533247,0.286813528826399,0.00253951232914861,-0.84602515640342
-2231.33298523438,0.290205288422724,0.00498664942139714,-0.860557256741423
-2231.60531400332,0.290946998547757,0.00567256020690269,-0.858352420939709
-2231.33114409933,0.29078623639569,0.00540312781949111,-0.862790241877638
-2227.24303655701,0.291479266317494,0.00750905828771657,-0.81198760024143
-2234.904339355,0.292929989440061,0.00875696449050008,-0.809220110515495
-2233.74845616935,0.294422039351482,0.00969136007899478,-0.817509706456839
-2225.29206080172,0.292240994876005,0.00803711254298459,-0.81501968102421
-2236.39757998815,0.294403343585039,0.00979954464137106,-0.813163132219171
-2220.02609139976,0.290154081089237,0.00602616825125027,-0.825105654930066
-2218.04186556856,0.290824440338951,0.00651650784175694,-0.827293958807997
-2217.69762473501,0.292077625659441,0.00741751420207202,-0.831395906421074
-2217.64076866772,0.292105739582498,0.007524260809449,-0.828641346032057
-2222.48642298181,0.291235641766511,0.00700659096145644,-0.822081514932144
-2218.93436660342,0.292264259262147,0.00773664048003676,-0.825787409797062
-2219.49868925875,0.293353638343257,0.00876382971892306,-0.820635491527034
-1828.21960501971,0.245466128214813,-0.00590940961793908,-0.881564361805753
-1821.75044027897,0.242517956529568,-0.00612205827800868,-0.875249981739527
-1799.63565439357,0.246318960100762,-0.00584151295813767,-0.870367900717223
-1839.26448335646,0.246141117187621,-0.00584714924014086,-0.892983190811512
-1818.14768292683,0.248311467347733,-0.00567772242625996,-0.886997586828422
-1861.98768830143,0.242376006138679,-0.00606744909992656,-0.909013465562195
-1872.83223839745,0.244022368557723,-0.00595742860071942,-0.915666153867892
-1847.43218123233,0.24693252982111,-0.00578192558891631,-0.899656962345926
-1850.63442728783,0.247468896011462,-0.00573299178385529,-0.905526663589535
-1864.71794451102,0.249700657071864,-0.00555589218852482,-0.918205781046451
-1716.0311012768,0.234688876274422,-0.00674474949452678,-0.808974255527435
-1732.72851640068,0.241236410425439,-0.00627266714844702,-0.820207265652175
-1694.59869798375,0.231091986645453,-0.00692208113452096,-0.813977877262985
-1730.77769828697,0.238089342222739,-0.00651263131849807,-0.814068450674555
-1728.25252807415,0.234891925661061,-0.00670690393060455,-0.820075479821249
-1716.81778427407,0.244068396990536,-0.00603386507500396,-0.82590354309813
-1746.25554432709,0.24122208902585,-0.0062549414319645,-0.832869420547682
-1738.52935381821,0.235718327832365,-0.00660301796965515,-0.838602973348962
-1720.52405826988,0.232982268984044,-0.00676838949081428,-0.831958947115807
-1742.77981338136,0.237887134421262,-0.0065070953464619,-0.826341993228295
-1779.72245329175,0.241120881003255,-0.00625153347859362,-0.850761461579074
-2300.04244626728,0.283234581522486,0.00067441728857027,-0.805848704340763
-2301.10601608439,0.283657921250406,0.0011464786424938,-0.802833681550972
-2300.99687487972,0.283759326691957,0.00117803515861023,-0.804636992053836
-2302.25463971963,0.283453415498057,0.0010174951142817,-0.801220220016924
-2286.97643460341,0.284084467182271,0.000933327763026416,-0.821228728734072
-2286.02015872565,0.284159642723468,0.000954997162139287,-0.822623943567027
-2298.25976325598,0.283525835911847,0.000751685362901475,-0.811481326632632
-2294.69871518875,0.283488985654247,0.000675554132227824,-0.812825806588826
-2294.55357913578,0.283755926865864,0.00107557395679843,-0.807755341722623
-2299.89683827765,0.283242690597902,0.000646894779176987,-0.806925915892464
-2299.71672493382,0.283510598109997,0.00078849318259553,-0.809915519050891
-2295.44984140474,0.283375592604383,0.000706696650962604,-0.808729666520766
-2295.58109593853,0.283951479710459,0.00104396874132189,-0.814119675594763
-2286.09884962141,0.283932852723116,0.000980345048197767,-0.815584948891376
-2291.5398231571,0.284225366307727,0.0011933535935317,-0.817009614653083
-626.196103587087,0.267652347387886,-0.00308103238557953,-0.767848553784275
-687.302642108534,0.266658449910544,-0.0032184471625247,-0.769273085467485
-631.291585766603,0.268293284475863,-0.00299996365134553,-0.769142760288059
-744.702720017434,0.265952639681403,-0.00331884135397882,-0.771231918781624
-341.955237083734,0.269628806049655,-0.00282197792738183,-0.769049897593214
-253.350946675435,0.270575210732147,-0.00269715958732429,-0.769014971309159
-509.927361245685,0.269044955628742,-0.00289374161124918,-0.767378487355947
-195.877560017868,0.270630763756579,-0.00268557469166287,-0.767595332202207
-42.0245442535539,0.271236448007494,-0.00260969554390823,-0.768550400740732
311.743526907004,0.271684439394572,-0.00254991213519814,-0.76790693821111
289.001065415134,0.271634075066727,-0.00255259620845889,-0.766740767979549
-744.307590348378,0.266062538010843,-0.00327745406887622,-0.763470552357599
-661.63094173139,0.267767441799698,-0.00305401739054007,-0.764511604722835
-283.537184834276,0.269208287662222,-0.0028599404380996,-0.763845765726592
-94.9059270627262,0.270666798318589,-0.00266666736010714,-0.763319906770915
228.962504411408,0.27158881785284,-0.00254753967037819,-0.763411498363067
324.221936163914,0.271414825166259,-0.00256667325266678,-0.762410260501462
-394.203851877046,0.269127243664659,-0.00287624959885709,-0.765487005925842
-97.4546720050346,0.270542108622638,-0.002688420951689,-0.764982727489776
296.291194455777,0.271591614565168,-0.00255427763395806,-0.76559222429392
179.324034831878,0.271492356176838,-0.00256326221990597,-0.764412085113736
-289.77701853801,0.270079984580641,-0.00275290453334152,-0.76627382760939
53.0828822208032,0.271008563828024,-0.00263137000337979,-0.766147265286347
-778.062347890824,0.265638537999775,-0.00336837641576529,-0.773654310669814
-854.698199651477,0.264567931874087,-0.00351694094743907,-0.776048742912917
-935.605281316118,0.26377181109048,-0.00362891239340414,-0.778545518307046
-1109.19080123221,0.259606833229892,-0.00417319214530264,-0.781208572707327
-1224.98855763248,0.256798070350525,-0.00453654524220988,-0.782704247768773
-964.447691451669,0.262859162717518,-0.00375689027684868,-0.781671430504999
-1797.0853365046,0.254685529542313,-0.00510862417281632,-0.921085685903097
-1678.9073919792,0.259145128566574,-0.00464020022530378,-0.92358343910421
-2245.71409630109,0.288699898209713,0.00367368859165352,-0.861699527009455
-2239.30820895087,0.289618455936477,0.00437405062898887,-0.86435378745079
-2250.99213610567,0.288230376914587,0.00320417370453574,-0.863912296356304
-2259.56192939759,0.287806031201581,0.00260817023286396,-0.871183203946853
-2266.3143637221,0.288452990900303,0.00268457225112873,-0.886532943784856
-2280.86521497912,0.287858813201258,0.00212577047257198,-0.887841520549226
-2282.23741868543,0.28782164811457,0.0020498572015346,-0.88926920016357
-2267.12752549187,0.288728932987937,0.0028331199089202,-0.889431151566519
-2266.19313457689,0.288237477791417,0.00278628152507028,-0.877368660460963
-2239.70450851508,0.290147541107735,0.00475882237609328,-0.8663909611496
-2229.51461686161,0.291475501017268,0.00589598887197444,-0.865455057076612
-2241.73528915733,0.289574795908307,0.0042291443252066,-0.867863779857597
-2231.39200153673,0.293515365704664,0.00750956619304234,-0.867283755629486
-2254.52471130505,0.28836973233553,0.00305739217947233,-0.872385660742317
-2251.20301530275,0.288853160717002,0.00342039362884591,-0.874082412204813
-2251.20916744666,0.289364999910879,0.00379422908797145,-0.876113626370385
-2254.147098456,0.289305988663192,0.00392682376618556,-0.870158409592249
-2249.71933435244,0.289906088608073,0.00417587676189453,-0.878585837208462
-2238.80816256251,0.290981324967249,0.00501062006810159,-0.880955807058284
-2227.06286860297,0.289942877148368,0.00521578176591707,-0.845860842928953
-2220.12917444507,0.291532840090514,0.00649101596608096,-0.847363496128965
-2220.52427379657,0.293751937164786,0.00831915597307048,-0.846369974961672
-2218.61594438593,0.290413910308032,0.00578205184950899,-0.84023580540644
-2218.03170756534,0.292032868665931,0.00698512625103289,-0.844524066791265
-2222.5148436729,0.290326961434603,0.00562056364877642,-0.843120533371711
-2215.95309044441,0.292245890222933,0.00725281286314633,-0.841457484836715
-1603.03836780224,0.251492204964905,-0.00531927259372151,-0.839202902476777
-1546.8266404791,0.253682705462994,-0.00508154703115842,-0.842683004636159
-2244.01476242769,0.286731917071889,0.00280459398947412,-0.835422431771184
-2251.22435439097,0.286953275136894,0.00272263868155021,-0.844110975863077
-2269.59395047378,0.285931021192718,0.00181210909545555,-0.844678109839666
-2247.15192705542,0.286634398020421,0.00266742208877013,-0.837076875196995
-2241.9253249414,0.287322807781122,0.00309372459308508,-0.842459124527519
-2241.51971565907,0.287321044805648,0.00316236468188505,-0.840202079082784
-2247.06034035376,0.286551263960662,0.00254583601241903,-0.838670981319889
-2258.89680138842,0.285996320549706,0.00240787093465546,-0.827717947860405
-2255.85131727561,0.286031880253873,0.002374441432581,-0.829772513855719
-2281.19523664632,0.284250591892327,0.00099434612248636,-0.823900902236433
-2282.656454033,0.284490775454965,0.0011647460418042,-0.82520511247445
-2282.15367500251,0.284698326054068,0.00129903450368972,-0.826732053906411
-1485.68885034379,0.253653623112977,-0.00504578387392457,-0.825304057793632
-1513.64644160056,0.253378272317351,-0.00508355737654342,-0.82992059872672
-1571.84773899299,0.252059651827203,-0.00524449914366519,-0.834963494476452
-2279.2404566817,0.285013993041432,0.00146045923254739,-0.830431608612578
-2259.9715795068,0.285894865631995,0.002110212406371,-0.834303177686142
-2258.58598169668,0.285887220559374,0.00217327561740211,-0.832107072024287
